0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13266142,0.26532283,0.13266142,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973936,0.3947872,0.1973936,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26022476,0.5204495,0.26022476,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3205498,0.6410996,0.3205498,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37778777,0.75557554,0.37778777,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43138748,0.86277497,0.43138748,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4808326,0.9616652,0.4808326,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5256471,1.0512942,0.5256471,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56539935,1.1307987,0.56539935,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997065,1.199413,0.5997065,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6282381,1.2564762,0.6282381,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65071946,1.3014389,0.65071946,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666934,1.333868,0.666934,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6767256,1.3534513,0.6767256,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.36,0.68,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6767256,1.3534513,0.6767256,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666934,1.333868,0.666934,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65071946,1.3014389,0.65071946,0.0
