0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24971777,0.49943554,0.24971777,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4956796,0.9913592,0.4956796,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7341859,1.4683717,0.7341859,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96164936,1.9232987,0.96164936,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1746488,2.3492975,1.1746488,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3699803,2.7399607,1.3699803,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5447061,3.0894122,1.5447061,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6961981,3.3923962,1.6961981,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8221775,3.644355,1.8221775,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9207498,3.8414996,1.9207498,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9904324,3.9808648,1.9904324,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0301769,4.0603538,2.0301769,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0393856,4.078771,2.0393856,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01792,4.03584,2.01792,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9661031,3.9322062,1.9661031,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847141,3.7694283,1.8847141,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7749774,3.549955,1.7749774,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6385432,3.2770865,1.6385432,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4774638,2.9549277,1.4774638,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2941623,2.5883245,1.2941623,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0913948,2.1827896,1.0913948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87221235,1.7444247,0.87221235,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63991046,1.2798209,0.63991046,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39798424,0.7959685,0.39798424,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.34876245,-0.6975249,-0.34876245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.59218115,-1.1843623,-0.59218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.82669246,-1.6533849,-0.82669246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.04877,-2.09754,-1.04877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.2550725,-2.510145,-1.2550725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.442498,-2.884996,-1.442498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.6082268,-3.2164536,-1.6082268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.7497662,-3.4995325,-1.7497662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.8649881,-3.7299762,-1.8649881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.9521583,-3.9043167,-1.9521583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0099664,-4.0199327,-2.0099664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0375426,-4.075085,-2.0375426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0344725,-4.068945,-2.0344725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0008018,-4.0016036,-2.0008018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.9370375,-3.874075,-1.9370375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.8441378,-3.6882756,-1.8441378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.7235011,-3.4470022,-1.7235011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.5769413,-3.1538825,-1.5769413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.4066628,-2.8133256,-1.4066628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.215226,-2.430452,-1.215226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.005512,-2.011024,-1.005512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.78067416,-1.5613483,-0.78067416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.54409325,-1.0881865,-0.54409325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.2993297,-0.5986594,-0.2993297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44696718,0.89393437,0.44696718,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872557,1.3745114,0.6872557,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91720724,1.8344145,0.91720724,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.133364,2.266728,1.133364,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3324729,2.6649458,1.3324729,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5115405,3.023081,1.5115405,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667873,3.335746,1.667873,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7991196,3.5982392,1.7991196,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9033054,3.8066108,1.9033054,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9788637,3.9577274,1.9788637,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0246582,4.0493164,2.0246582,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,4.08,2.04,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0246582,4.0493164,2.0246582,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9788637,3.9577274,1.9788637,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9033049,3.8066099,1.9033049,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7991195,3.598239,1.7991195,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6678728,3.3357456,1.6678728,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5115396,3.0230792,1.5115396,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3324727,2.6649454,1.3324727,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1333628,2.2667255,1.1333628,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917206,1.834412,0.917206,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872553,1.3745106,0.6872553,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4469658,0.8939316,0.4469658,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.29933107,-0.59866214,-0.29933107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.5440937,-1.0881875,-0.5440937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.7806745,-1.561349,-0.7806745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0055132,-2.0110264,-1.0055132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.2152264,-2.4304528,-1.2152264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.4066631,-2.8133261,-1.4066631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.5769421,-3.1538842,-1.5769421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.7235013,-3.4470026,-1.7235013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.8441384,-3.6882768,-1.8441384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.937038,-3.874076,-1.937038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.000802,-4.001604,-2.000802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0344725,-4.068945,-2.0344725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0375426,-4.075085,-2.0375426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0099661,-4.0199323,-2.0099661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.952158,-3.904316,-1.952158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.864988,-3.729976,-1.864988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.7497661,-3.4995322,-1.7497661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.608226,-3.216452,-1.608226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.4424977,-2.8849955,-1.4424977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.2550718,-2.5101435,-1.2550718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0487683,-2.0975366,-1.0487683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.8266921,-1.6533842,-0.8266921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.5921798,-1.1843596,-0.5921798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.3487606,-0.6975212,-0.3487606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39798415,0.7959683,0.39798415,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399113,1.2798226,0.6399113,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87221354,1.7444271,0.87221354,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0913951,2.1827903,1.0913951,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2941629,2.5883257,1.2941629,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.477465,2.95493,1.477465,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6385436,3.2770872,1.6385436,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7749779,3.5499558,1.7749779,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847148,3.7694297,1.8847148,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9661032,3.9322064,1.9661032,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0179203,4.0358405,2.0179203,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0393856,4.078771,2.0393856,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0301769,4.0603538,2.0301769,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.990432,3.980864,1.990432,0.0
